,Header,Description,Time,Label
1442,"Public Tracks Oil Spill, Media Focuses More On Times Square","Summary of Findings Americans tracked the worsening oil spill in the Gulf of Mexico more closely than other major news stories last week, while the media focused on both the underwater oil leak and the investigation into the attempted car bombing in New York’s Times Square. A third of the public (33%) says they most […]",2010-05-12T00:00:00+00:00,report
1443,The Goldman Sachs Grilling Drives Economic Coverage,"With Congress putting one of Wall Street’s big-name firms on the hot seat, the economy topped the news agenda last week. Increasingly grim news about the Gulf Coast oil spill and the polarizing debate over Arizona’s immigration law also attracted significant coverage. Meanwhile, a prominent GOP defector drove coverage of the mid-term elections.",2010-05-03T00:00:00+00:00,report
1444,"Hispanics of Mexican Origin in the United States, 2008","A total of 30.7 million Hispanics of Mexican origin resided in the United States in 2008, according to the Census Bureau’s American Community Survey.",2010-04-22T00:00:00+00:00,report
1445,"Hispanics of Cuban Origin in the United States, 2008","A total of 1.6 million Hispanics of Cuban origin resided in the United States in 2008, according to the Census Bureau’s American Community Survey.",2010-04-22T00:00:00+00:00,report
1446,"Hispanics of Salvadoran Origin in the United States, 2008","A total of 1.6 million Hispanics of Salvadoran origin resided in the United States in 2008, according to the Census Bureau’s American Community Survey.",2010-04-22T00:00:00+00:00,report
1447,"Hispanics of Dominican Origin in the United States, 2008","A total of 1.3 million Hispanics of Dominican origin resided in the United States in 2008, according to the Census Bureau’s American Community Survey.",2010-04-22T00:00:00+00:00,report
1448,"Hispanics of Guatemalan Origin in the United States, 2008","A total of 986,000 Hispanics of Guatemalan origin resided in the United States in 2008, according to the Census Bureau’s American Community Survey.",2010-04-22T00:00:00+00:00,report
1449,"Hispanics of Colombian Origin in the United States, 2008","A total of 882,000 Hispanics of Colombian origin resided in the United States in 2008, according to the Census Bureau’s American Community Survey.",2010-04-22T00:00:00+00:00,report
1450,"Hispanics of Colombian Origin in the United States, 2008","A total of 882,000 Hispanics of Colombian origin resided in the United States in 2008, according to the Census Bureau’s American Community Survey.",2010-04-22T00:00:00+00:00,report
1451,"Hispanics of Honduran Origin in the United States, 2008","A total of 608,000 Hispanics of Honduran origin resided in the United States in 2008, according to the Census Bureau’s American Community Survey.",2010-04-22T00:00:00+00:00,report
1452,"Hispanics of Ecuadorian Origin in the United States, 2008","A total of 591,000 Hispanics of Ecuadorian origin resided in the United States in 2008, according to the Census Bureau’s American Community Survey.",2010-04-22T00:00:00+00:00,report
1453,"Hispanics of Peruvian Origin in the United States, 2008","A total of 519,000 Hispanics of Peruvian origin resided in the United States in 2008, according to the Census Bureau’s American Community Survey.",2010-04-22T00:00:00+00:00,report
1454,"In Social Media, Technology Drives the News Agenda","The debate over the popular social networking site Facebook and the issue of privacy rights led a technology-focused week on social media. On Twitter, more than half of the news links were about Apple, a favorite Twitter topic. On YouTube, an ad about immigration featuring a frog puppet received the most views.",2010-06-03T00:00:00+00:00,report
1455,The UK Elections Consume the Blogosphere,"While the recent British balloting may have been confusing for many news consumers, bloggers eagerly dissected the results, devoting as much time to the election as any story so far in 2010. On YouTube, the top video, of a controversial police raid, was viewed 1.2 million times.",2010-05-20T00:00:00+00:00,report
1456,Facebook Privacy and iPhone “Jailbreaking” Engage Social Media Users,"The publication of information gleaned from Facebook profiles of millions of users was the top subject on Twitter last week. And a ruling that it’s okay to hack into the iPhone for new applications gained attention on both blogs and Twitter. On YouTube, slang-speaking teens have provoked millions of clicks for two weeks running.",2010-08-05T00:00:00+00:00,report
1457,The Latino Digital Divide: The Native Born versus The Foreign Born,"Native-born Latinos are more likely than their foreign-born counterparts to go online and to use cell phones, according to a new report from the Pew Hispanic Center.",2010-07-28T00:00:00+00:00,report
1458,Oil Spill Coverage Engulfs the Media,"The oil spill that won’t stop gushing became the story that won’t stop growing as the Gulf disaster coverage, fueled by a Presidential admission and a failed effort to cap the leak, reached new heights last week. No other subject—including a political controversy, a skittish stock market, the immigration issue or tensions in the Korean peninsula—came close to matching the spill’s coverage.",2010-06-01T00:00:00+00:00,report
1459,Economic News Hits a 13-Month High,"The debate over how to reform Wall Street—and the role one of its most prominent firms played in the economic catastrophe—pushed the economy back to the top of the news agenda last week. Meanwhile, the return of global air travel after the Icelandic volcano and a disaster in the Gulf of Mexico helped fill out the roster of top stories.",2010-04-26T00:00:00+00:00,report
1460,The New Demography of American Motherhood,"Today’s mothers of newborns are older and better educated than their counterparts in 1990, according to a Pew Research Center analysis of data from the National Center for Health Statistics and U.S. Census Bureau. They are less likely to be white and less likely to be married.",2010-05-06T00:00:00+00:00,report
1461,Gushing Oil and Voter Anger Top the News,"The Gulf of Mexico oil spill, a fixture in the headlines for over a month, narrowly edged some attention-grabbing election results as the top story last week. The legislative effort to regulate Wall Street drove economic coverage and two international stories rounded out the roster of top subjects.",2010-05-24T00:00:00+00:00,report
1462,"Obama More Popular Abroad Than At Home, Global Image of U.S. Continues to Benefit","Overview As the global economy begins to rebound from the great recession, people around the world remain deeply concerned with the way things are going in their countries. Less than a third of the publics in most nations say they are satisfied with national conditions, as overwhelming numbers say their economies are in bad shape. […]",2010-06-17T00:00:00+00:00,report
1463,"Hispanics, High School Dropouts and the GED","Just one-in-ten Hispanic high school drop-outs has a General Educational Development (GED) credential, widely regarded as the best “second chance” pathway to college, vocational training and military service for adults who do not graduate high school.",2010-05-13T00:00:00+00:00,report
